NO,약국명,대표전화,주소,월요일 운영,화요일 운영,수요일 운영,목요일 운영,금요일 운영,토요일 운영,일요일 운영,공휴일 운영
3928,하이약국,02-545-5170,"서울특별시 강남구 언주로 859, 1층 (신사동, 쉬즈.애비뉴빌딩)",09:00~13:00,09:00~13:00,09:00~13:00,09:00~13:00,09:00~13:00,-,-,-
3929,대치이화약국,02-567-3375,"서울특별시 강남구 역삼로 536, 3층 (대치동, 동성빌딩)",08:00~14:00,08:00~14:00,08:00~14:00,08:00~14:00,08:00~14:00,-,-,-
3930,스템약국,02-548-8781,"서울특별시 강남구 도산대로 507, 1층 (청담동)",08:30~16:00,08:30~16:00,08:30~16:00,08:30~16:00,08:30~16:00,-,-,-
3931,제일약국,02-2293-6946,서울특별시 성동구 독서당로 378 (응봉동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-
3932,민약국,02-841-5645,"서울특별시 영등포구 가마산로69가길 12, 3층 303호 (신길동)",09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~12:30,-,-
3933,구로약국,02-865-1122,"서울특별시 구로구 구로동로 147, MEDI FLOWER 147 1층 (구로동)",08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~14:00,-,-
3934,햇살약국,02-2298-2825,"서울특별시 성동구 마장로 291, 3층 (마장동)",09:00~15:00,09:00~15:00,09:00~15:00,09:00~15:00,09:00~15:00,-,-,-
3935,현대약국,02-2292-0217,"서울특별시 성동구 독서당로 384, 중앙노인정 102호 (응봉동)",09:00~13:00,09:00~13:00,09:00~13:00,09:00~13:00,09:00~13:00,-,-,-
3936,매일약국,02-993-4341,"서울특별시 강북구 도봉로 389, 1층 (수유동)",08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~14:00,-,-
3937,거평원온누리약국,02-544-4567,"서울특별시 강남구 봉은사로 129, 지하1층 (논현동, 거평타운)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-
3938,맑은샘약국,02-2236-1858,"서울특별시 성동구 금호로 117, 상가동 지2층 28-1호 (금호동2가, 금호자이1차)",09:00~14:00,09:00~14:00,09:00~14:00,09:00~14:00,09:00~14:00,09:00~14:00,09:00~14:00,09:00~14:00
3939,새봄약국,02-3217-1684,"서울특별시 서대문구 통일로 413, 6층 604호 (홍제동, 연세스포츠센터)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-
3940,메디팜 보건약국,02-391-1336,서울특별시 서대문구 통일로 435 (홍제동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~16:00,17:30~21:00,-
3941,태승온누리약국,02-488-7817,"서울특별시 강동구 천호대로 1012, 1층 (성내동)",09:00~13:00,09:00~13:00,09:00~13:00,09:00~13:00,09:00~13:00,-,-,-
3942,은혜약국,02-784-3062,"서울특별시 영등포구 국제금융로6길 33, 1층 104호 (여의도동)",08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,-,-,-
3943,미성송파약국,02-420-2419,서울특별시 송파구 송파대로 374 (송파동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~15:00,-,-
3944,우리약국,02-431-1221,"서울특별시 송파구 오금로 404, 원일빌딩 (가락동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,-,-,-
3945,우림약국,02-430-1911,서울특별시 송파구 오금로 477 (거여동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~18:00,-,-
3946,우진약국,02-430-7287,서울특별시 송파구 마천로 191 (오금동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~18:00,-,-
3947,스타약국,02-470-7904,"서울특별시 강동구 천호대로 1087, 2층 203호 (천호동, 진넥스빌Ⅲ)",09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00
3948,강동소망약국,02-487-6464,"서울특별시 강동구 천호대로 1111, 1층 (길동, 정우빌딩)",09:00~16:00,09:00~16:00,09:00~16:00,09:00~16:00,09:00~16:00,-,-,-
3949,조아약국,02-2646-6770,서울특별시 양천구 목동동로 73 107호,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~16:00,-,-
3950,진흥온누리약국,02-532-1525,서울특별시 서초구 서초대로 389 1층,09:00~16:00,09:00~16:00,09:00~16:00,09:00~16:00,09:00~16:00,-,-,-
3951,라임약국,02-4147582,"서울특별시 송파구 마천로 25, 1층 (방이동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-
3952,갤러리약국,02-412-8579,"서울특별시 송파구 올림픽로 212 (잠실동, 갤러리아팰리스)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~18:00,-,-
3953,안성약국,02-401-1319,"서울특별시 송파구 오금로 414, 명문빌딩 (가락동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~15:00,-,-
3954,우리들약국,02-484-3230,"서울특별시 송파구 백제고분로 466, 세나빌딩 1층 (방이동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:30,-,-
3955,웰빙팜건강프라자약국,02-417-0910,"서울특별시 송파구 백제고분로 216, 청송빌딩 (삼전동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,-,-,-
3956,이안약국,02-3012-3366,"서울특별시 송파구 중대로10길 5, 1층 (가락동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-
3957,나무약국,070-8820-2990,"서울특별시 성동구 금호로 94, 금호힐오피스텔 2층 201호 (금호동1가)",09:00~15:00,09:00~15:00,09:00~15:00,09:00~15:00,09:00~15:00,-,-,-
3958,갤러리아온누리약국,02-517-0129,서울특별시 강남구 선릉로 843 107호,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,-,-,-
3959,도원약국,02-715-3095,"서울특별시 마포구 마포대로 52, 고려아카데미텔Ⅱ 1층 105호 (도화동)",09:00~15:00,09:00~15:00,09:00~15:00,09:00~15:00,09:00~15:00,-,-,-
3960,우면메디칼약국,02-575-0234,"서울특별시 서초구 태봉로 62, 105호 (우면동, 네이처프라자)",08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~17:00,-,-
3961,큰사랑온누리약국,02-356-3393,서울특별시 은평구 서오릉로 149 (구산동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-
3962,실로암약국,02-2216-5360,"서울특별시 성동구 용답중앙15길 11, (용답동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-
3963,우리들약국,02-537-9286,"서울특별시 서초구 서초중앙로 230, 105 (반포동,동화반포프라자빌딩)",09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~23:00
3964,청담제일약국,02-511-2600,서울특별시 강남구 영동대로 722,09:00~16:00,09:00~16:00,09:00~16:00,09:00~16:00,09:00~16:00,-,-,-
3965,목화약국,02-2226-2268,"서울특별시 강남구 양재대로55길 11, 1층 (일원동)",09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~16:30,-,-
3966,수플러스온누리약국,02-353-4531,"서울특별시 은평구 연서로 146, (대조동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-
3967,올리브약국,02-359-3841,"서울특별시 은평구 응암로 308, 102호 (응암동)",09:00~14:30,09:00~14:30,09:00~14:30,09:00~14:30,09:00~14:30,-,-,-
3968,올리브한성약국,02-764-5291,"서울특별시 성북구 동소문로 18-1, (동소문동2가)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~16:00,-,-
3969,우리팜약국,02-2662-1278,"서울특별시 강서구 강서로 318, (내발산동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~15:00,-,-
3970,은혜약국,02-926-1122,"서울특별시 성북구 종암로 93, 1층 (종암동)",09:00~15:00,09:00~15:00,09:00~15:00,09:00~15:00,09:00~15:00,09:00~17:00,-,-
3971,종로프라자약국,02-932-9033,"서울특별시 노원구 동일로 1353, (상계동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~15:00,-,12:00~21:00
3972,좋은약국,02-942-7588,"서울특별시 성북구 장월로1길 23, 1층 (상월곡동)",09:00~16:00,09:00~16:00,09:00~16:00,09:00~16:00,09:00~16:00,09:00~19:00,-,-
3973,주공약국,02-985-2020,"서울특별시 강북구 덕릉로40길 66, 107(번동,주공아파트5단지상가)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~20:00,-,-
3974,지민약국,02-953-5674,서울특별시 성북구 삼선교로 87 1층,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~21:30,-,-
3975,건강한약국,02-866-1191,서울특별시 금천구 남부순환로 1384,09:00~16:00,09:00~16:00,09:00~16:00,09:00~16:00,09:00~16:00,-,-,-
3976,고전약국,02-988-7851,서울특별시 강북구 도봉로 167,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-
3977,골드로즈약국,02-567-3609,서울특별시 강남구 선릉로86길 31,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,-,-,-
3978,광제사약국,02-464-1832,서울특별시 광진구 면목로 130 (중곡동),08:30~09:30,08:30~09:30,08:30~09:30,08:30~09:30,08:30~09:30,-,-,-
3979,남일온누리약국,02-419-8875,서울특별시 송파구 올림픽로35길 10,09:00~14:00,09:00~14:00,09:00~14:00,09:00~14:00,09:00~14:00,-,-,-
3980,논현연세약국,02-3446-2273,서울특별시 강남구 강남대로122길 50,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-
3981,늘사랑약국,02-2612-3337,서울특별시 구로구 개봉로3길 59 (개봉동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-
3982,대풍약국,02-2296-8899,서울특별시 성동구 사근동길 6,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~13:00,-,-
3983,대한약국,02-2233-1732,서울특별시 성동구 동호로 102,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~18:00,-,-
3984,드림팜약국,02-441-7582,"서울특별시 강동구 아리수로93길 27, 405호(강일동,강일타워)",09:00~13:00,09:00~13:00,09:00~13:00,09:00~13:00,09:00~13:00,09:00~13:00,-,-
3985,메디약국,02-956-2339,서울특별시 도봉구 방학로 183,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~15:00,-,-
3986,메디칼미래약국,02-445-1342,서울특별시 강남구 삼성로 38,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~16:30,-,-
3987,메디케어약국,02-593-8040,서울특별시 서초구 신반포로 157,09:00~15:00,09:00~15:00,09:00~15:00,09:00~15:00,09:00~15:00,09:00~15:00,-,-
3988,메디팜나은약국,02-373-8068,서울특별시 용산구 한강대로 211,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,10:00~19:00,-,-
3989,메디팜미소약국,02-989-9917,서울특별시 강북구 도봉로 34,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~16:00,-,-
3990,메디팜보문약국,02-459-2763,서울특별시 강남구 삼성로 38,09:00~15:00,09:00~15:00,09:00~15:00,09:00~15:00,09:00~15:00,09:00~15:00,-,-
3991,메디팜은아약국,02-951-5541,서울특별시 노원구 덕릉로126길 11 (상계동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~20:30,-,-
3992,메디팜정연약국,02-522-5925,서울특별시 강남구 강남대로 256,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~17:00,-,-
3993,명동약국,02-2079-0825,서울특별시 중구 퇴계로 123,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:30~16:30,-,-
3994,명동온누리약국,02-2281-7292,서울특별시 성동구 고산자로 164,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~19:00,-,-
3995,명약국,02-2246-7471,서울특별시 동대문구 망우로18나길 3,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,10:00~19:00,-,-
3996,미래팜약국,02-862-6688,서울특별시 금천구 독산로 290,09:00~15:00,09:00~15:00,09:00~15:00,09:00~15:00,09:00~15:00,09:00~17:00,-,-
3997,바이올렛약국,02-3452-6007,서울특별시 강남구 강남대로 334,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,-,-,-
3998,발산그랜드약국,02-3663-7510,서울특별시 강서구 강서로 380,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~22:00,10:00~20:00,-
3999,밝은약국,02-3664-0549,서울특별시 강서구 양천로 690,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~16:00,-,-
4000,새하늘약국,02-971-0610,서울특별시 노원구 동일로 1308,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~13:00,11:00~22:00,10:30~22:30
4001,성우당약국,02-334-2968,서울특별시 서대문구 연희로 114,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~13:00,-,-
4002,세곡리엔약국,02-445-8604,서울특별시 강남구 헌릉로570길 34,09:00~14:00,09:00~14:00,09:00~14:00,09:00~14:00,09:00~14:00,-,-,-
4003,세연약국,02-364-6141,서울특별시 서대문구 연세로 50,09:00~13:30,09:00~13:30,09:00~13:30,09:00~13:30,09:00~13:30,09:00~13:00,-,-
4004,수약국,02-385-3322,서울특별시 은평구 은평로 193-2 (녹번동),09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,-,-,-
4005,슈퍼빌온누리약국,02-521-2468,서울특별시 서초구 서초중앙로 15,09:00~13:00,09:00~13:00,09:00~13:00,09:00~13:00,09:00~13:00,09:30~13:00,-,-
4006,신수정약국,02-462-2219,서울특별시 성동구 성덕정길 149,09:00~14:00,09:00~14:00,09:00~14:00,09:00~14:00,09:00~14:00,-,-,-
4007,영민약국,02-466-1377,서울특별시 성동구 성수일로10길 32,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,08:30~13:00,-,-
4008,영신약국,02-372-2126,서울특별시 서대문구 거북골로14길 32,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~13:00,15:00~22:00,-
4009,예성약국,02-2699-9513,서울특별시 강서구 강서로 143,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,07:00~13:00,-,-
4010,온누리부부약국,02-487-6703,서울특별시 강동구 진황도로 189,09:00~13:30,09:00~13:30,09:00~13:30,09:00~13:30,09:00~13:30,09:00~13:00,-,-
4011,온누리한라약국,02-862-0157,서울특별시 구로구 구일로10길 49,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~18:00,-,-
4012,옵티마건강약국,02-975-7900,서울특별시 노원구 동일로204가길 34,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~19:00,-,-
4013,옵티마대영약국,02-514-7850,서울특별시 강남구 삼성로 642,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~17:00,-,-
4014,용한약국,02-937-8604,서울특별시 노원구 상계로1길 54-4,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-
4015,용한약국,02-307-1377,서울특별시 서대문구 거북골로14길 5,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~17:00,11:00~17:00,-
4016,우리들약국,02-977-3225,서울특별시 노원구 월계로 370,08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,08:00~18:00,13:00~18:00,-
4017,우리약국,02-465-3221,서울특별시 성동구 성덕정길 34,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~17:00,-,-
4018,우림약국,02-2651-0222,서울특별시 강서구 등촌로 183,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~15:00,-,-
4019,우성약국,02-936-6603,서울특별시 노원구 한글비석로 463,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,-,-
4020,우성혜민약국,02-882-6612,서울특별시 관악구 관악로30길 12,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~16:30,-,-
4021,원약국,02-2064-7599,"서울특별시 강서구 남부순환로11가길 104, 1층(공항동)",09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~16:00,-,-
4022,월계약국,02-905-2340,서울특별시 노원구 월계로45길 28,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-
4023,월곡우리약국,02-917-7400,서울특별시 성북구 월계로 52,09:00~13:00,09:00~13:00,09:00~13:00,09:00~13:00,09:00~13:00,09:00~17:00,-,-
4024,윈플러스약국,02-568-3240,서울특별시 강남구 남부순환로 2936,09:00~16:00,09:00~16:00,09:00~16:00,09:00~16:00,09:00~16:00,-,-,-
4025,유성약국,02-931-8175,서울특별시 노원구 덕릉로 459-37,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-
4026,유완약국,02-878-6268,서울특별시 관악구 원신길 142,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,-,-
4027,유정약국,02-568-7347,서울특별시 강남구 삼성로 225,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~14:00,-,-
4028,은혜약국,02-2698-1635,서울특별시 양천구 오목로 193,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:00,-,-
4029,은혜온누리약국,02-481-9191,서울특별시 강동구 구천면로 512-1,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~17:00,-,-
4030,이수온누리약국,02-3483-2551,서울특별시 서초구 동작대로 108,08:00~15:00,08:00~15:00,08:00~15:00,08:00~15:00,08:00~15:00,08:00~13:00,-,-
4031,이수프라자약국,02-2298-2569,서울특별시 성동구 왕십리로 309,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~18:00,-,-
4032,이화약국,02-419-5878,서울특별시 송파구 가락로 158,08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~13:00,-,-
4033,이화약국,02-836-3011,서울특별시 영등포구 신길로 28,08:00~18:30,08:00~18:30,08:00~18:30,08:00~18:30,08:00~18:30,09:00~13:00,-,-
4034,재민약국,02-978-2405,서울특별시 노원구 공릉로 147 (공릉동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-
4035,정문약국,02-2295-4825,서울특별시 성동구 왕십리로 236-1,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-
4036,제민약국,02-715-6338,서울특별시 마포구 삼개로 24,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~16:00,-,-
4037,제일공안약국,02-487-1816,서울특별시 강동구 풍성로37길 39-7,09:00~13:30,09:00~13:30,09:00~13:30,09:00~13:30,09:00~13:30,08:30~13:30,-,-
4038,제일메디칼약국,02-6402-3579,서울특별시 강서구 가로공원로 187,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~15:30,-,-
4039,조달약국,02-3476-1779,서울특별시 서초구 반포대로 235,08:30~13:30,08:30~13:30,08:30~13:30,08:30~13:30,08:30~13:30,08:30~13:30,-,-
4040,조은약국,02-2245-0020,서울특별시 성동구 자동차시장1길 85,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,-,-,-
4041,종암약국,02-912-0107,서울특별시 성북구 종암로 80,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:30~19:00,-,-
4042,좋은약국,02-2615-6999,서울특별시 구로구 경인로40길 34,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~19:00,-,-
4043,주앙약국,02-584-3398,서울특별시 서초구 방배로 27,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~17:00,-,-
4044,준약국,02-516-5357,서울특별시 강남구 학동로 121,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~16:00,-,-
4045,준약국,02-305-9394,서울특별시 마포구 월드컵북로 167,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,10:00~16:00,-
4046,준약국,02-764-4835,서울특별시 성북구 성북로5길 2,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~15:30,-,-
4047,중계수암약국,02-934-8466,서울특별시 노원구 덕릉로 694 (중계동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~14:00,-,-
4048,중앙메디칼약국,02-975-6511,서울특별시 노원구 공릉로46길 19 (공릉동),09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~13:00,-,-
4049,중앙약국,02-869-0966,서울특별시 관악구 난곡로 367,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~15:00,-,-
4050,중앙온누리약국,070-8860-5070,서울특별시 강동구 아리수로 427,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-
